GeneStart	GeneEnd	Chromosome	HGNCsymbol
113376157 113411054 12 OAS3
6328349 6331900 9 TPD52L3
34106210 34144169 21 PAXBP1
128997671 129025029 3 HMCES
27532360 27548547 2 MPV17
25331077 25342662 22 TMEM211
46800303 46846690 19 HIF3A
61038553 61051026 20 GATA5
203181955 203242769 1 CHIT1
41913422 42062141 15 MGA
149811110 149812765 1 HIST2H3C
175296966 175351822 2 GPR155
130745694 131069309 3 NEK11
31654726 31671221 6 ABHD16A
149813505 149814478 1 HIST2H2AA3
25348697 25593415 22 KIAA1671
6413151 6507054 9 UHRF2
42829761 42882921 19 MEGF8
19983559 20020272 14 POTEM
22004791 22110099 1 USP48
37415384 37558776 17 FBXL20
18545198 18549111 19 ISYNA1
149822643 149823191 1 HIST2H2AA4
43610824 43622067 1 FAM183A
202686 204502 16 HBZ
65373575 65693372 17 PITPNC1
40476912 40487348 19 PSMC4
142977050 142985141 7 TMEM139
36429415 36493400 7 ANLN
150204511 150219238 6 RAET1E
66217911 66360075 12 HMGA2
52244303 52358462 15 MAPK6
149824181 149825836 1 HIST2H3A
145743376 145750557 8 LRRC14
44584522 44600812 1 KLF17
130159421 130170703 9 SLC2A8
48260650 48278993 17 COL1A1
203891 216767 16 HBM
25457171 25497018 13 CENPJ
112656056 112787138 2 MERTK
149825607 149832714 1 HIST2H4B
25595817 25603330 22 CRYBB3
119913819 119916465 2 C1QL2
47006678 47022479 17 SNF8
113005777 113160457 3 WDR52
146019084 146050331 4 ABCE1
150147718 150176480 7 GIMAP8
61147660 61167971 20 C20orf166
124713897 124757029 10 PSTK
41594377 41602100 19 CYP2A13
25615489 25627836 22 CRYBB2
43629846 43736607 1 EBNA1BP2
34261522 34270703 17 LYZL6
52401460 52404972 15 BCL2L10
149856010 149858232 1 HIST2H2BE
222846 223709 16 HBA2
20187174 20296531 14 OR4N2
134671259 134832715 7 AGBL3
38814 46870 2 FAM110C
134316643 134979309 3 EPHB1
135281516 135424194 6 HBS1L
3667617 3687775 20 SIGLEC1
119981384 120023228 2 STEAP3
131593364 131609147 5 PDLIM4
20215587 20216528 14 OR4Q3
20248401 20249516 14 OR4M1
79734907 79789303 10 POLR3A
203274619 203278730 1 BTG2
46049518 46084566 1 NASP
20344391 20345468 14 OR4K2
150211918 150218161 7 GIMAP7
149858525 149858961 1 HIST2H2AC
20388741 20389818 14 OR4K5
44679127 44686353 1 DMAP1
25747385 25801344 22 LRP5L
63304281 63313934 11 RARRES3
20403767 20404842 14 OR4K1
149859019 149859466 1 HIST2H2AB
41620337 41634271 19 CYP2F1
112123857 112194903 12 ACAD10
20443603 20444818 14 OR4K15
33218049 33239824 6 VPS52
75874460 75897633 12 GLIPR1
203309756 203320617 1 FMOD
20482419 20483352 14 OR4K14
43263432 43273276 6 SLC22A7
128544426 128647892 4 INTU
17840837 18037850 22 CECR2
20502003 20502919 14 OR4K13
149859440 149872351 1 BOLA1
7541808 7586950 6 DSP
20528204 20529142 14 OR4L1
121416346 121440315 12 HNF1A
20866424 20873418 2 GDF7
90694831 90751147 10 ACTA2
52413117 52483566 15 GNB5
20585566 20586597 14 OR4K17
64513861 64527769 11 PYGM
142557752 142655140 4 IL15
20611895 20612821 14 OR4N5
143072604 143266338 6 HIVEP2
63320242 63330855 11 HRASLS2
20665495 20666605 14 OR11G2
61273797 61317137 20 SLCO4A1
183943287 183964733 2 DUSP19
20691791 20692964 14 OR11H6
20710898 20711979 14 OR11H4
63340667 63384355 11 PLA2G16
6467618 6470375 9 C9orf38
203444956 203460480 1 PRELP
160822484 160971320 3 NMD3
28286182 28732883 12 CCDC91
150238014 150244257 6 RAET1G
40627045 40706593 1 RLF
25960816 26125261 22 ADRBK2
99880190 99969604 6 USP45
6532464 6645650 9 GLDC
93806449 94050844 10 CPEB3
226679 227521 16 HBA1
150999426 151178609 4 DCLK2
203463271 203477992 1 OPTC
217730 266398 2 SH3YL1
72744791 72765492 17 SLC9A3R1
136552162 136571473 6 MTFR2
63391559 63439393 11 ATL3
11597544 11762220 3 VGLL4
44689624 44718591 20 NCOA5
20883788 21022882 2 C2orf43
34845555 34855866 6 TAF11
40351175 40353915 3 EIF1B
149874870 149889434 1 SV2A
155578643 155635627 6 TFB1M
560404 564021 11 RASSF7
40711619 40717363 1 TMCO2
201717732 201729422 2 CLK1
95883831 95942173 14 SYNE3
65479467 65487075 11 KAT5
36358328 36410666 6 PXT1
29117509 29171088 2 WDR43
21083473 21111746 18 C18orf8
18043139 18073760 22 SLC25A18
42066632 42120053 15 MAPKBP1
183982241 184026408 2 NUP35
43637820 43720029 1 WDR65
18163848 18169866 17 MIEF2
56615799 56623638 12 NABP2
120059801 120124404 2 C2orf76
41698954 41713444 19 CYP2S1
67696848 67701168 16 ENKD1
150263136 150270371 6 ULBP2
230452 231180 16 HBQ1
40428647 40470110 3 ENTPD3
50786436 50815326 6 TFAP2B
57179603 57513375 6 PRIM2
44746911 44758502 20 CD40
60536019 60692842 17 TLK2
40723779 40759856 1 ZMPSTE24
145747761 145752416 8 LRRC24
36410544 36458920 6 KCTD20
25670300 25673389 13 PABPC3
7733930 7735334 19 RETN
130186661 130207651 9 ZNF79
33288549 33290205 17 ZNF830
25735822 25746426 13 AMER2
203595689 203713209 1 ATP2B4
65255362 65282648 15 SPG21
9160372 9286937 11 DENND5A
94050920 94113721 10 MARCH5
26149471 26205618 2 KIF3C
7741514 7744712 19 C19orf59
33523640 33892297 5 ADAMTS12
24775159 24786327 6 GMNN
25802307 25862147 13 MTMR6
130209953 130213684 9 RPL12
34144411 34266043 21 C21orf49
3022152 3078843 11 CARS
67700719 67702661 16 C16orf86
70834750 70995357 2 ADD2
145751117 145754516 8 C8orf82
34857042 35059179 6 ANKS1A
155484108 155492238 4 FGB
61340189 61394123 20 NTSR1
238968 279462 16 LUC7L
138409642 138428648 6 PERP
26646121 26655707 17 TMEM97
109150857 109303702 2 LIMS1
129033615 129035120 3 H1FX
150285143 150294846 6 ULBP1
3799886 3819794 17 P2RX1
7601232 7708961 10 ITIH5
11700033 11726957 8 CTSB
7745729 7747744 19 TRAPPC5
129120164 129147494 3 EFCAB12
35874900 35969544 17 SYNRG
67708434 67753324 16 GFOD2
34162985 34186053 21 C21orf62
110436991 110477568 12 ANKRD13A
61427805 61431945 20 MRGBP
33307513 33332083 17 LIG3
18074902 18111584 22 ATP6V1E1
20724717 20774153 14 TTC5
36552456 36764154 7 AOAH
26138111 26427007 22 MYO18B
147525561 147706866 6 STXBP5
26402465 26415444 6 BTN3A1
34398153 34401504 21 OLIG2
7753644 7767032 19 FCER2
73939093 74124515 4 ANKRD17
155585147 155597682 6 CLDN20
43267448 43276535 6 CRIP3
110405760 110413722 5 TSLP
19641297 19652256 17 ALDH3A1
104912053 104972158 11 CARD16
138483058 138665800 6 KIAA1244
48712138 48769613 17 ABCC3
61436187 61445352 20 OGFR
44802372 44937137 20 CDH22
34442450 34444726 21 OLIG1
34303529 34308532 17 CCL16
124750322 124768333 10 IKZF5
155716504 155777037 6 NOX3
142985308 143004789 7 CASP2
10275987 10308138 5 CMBL
150339470 150346668 6 RAET1L
107236701 107270383 4 AIMP1
145754563 145911194 8 ARHGAP39
34537776 34542541 21 C21orf54
134777115 134855547 7 C7orf49
104963196 104972158 11 CARD17
41725108 41767671 19 AXL
63448918 63527363 11 RTN3
576486 612222 11 PHRF1
67757005 67840555 16 RANBP10
44221833 44225291 6 SLC35B2
77253588 77292589 14 ANGEL1
105008448 105010453 11 CARD18
52484519 52587995 15 MYO5C
121410882 121437331 10 BAG3
202655184 202760273 2 CDK15
102790991 102800998 10 SFXN3
21086148 21166862 18 NPC1
150264365 150271041 7 GIMAP4
3713314 3733758 20 HSPA12B
113914902 113966973 2 PSD4
25875662 25923938 13 NUPL1
34310327 34329100 17 CCL14
45771447 45789416 17 TBKBP1
117890817 118406788 12 KSR2
7793843 7798792 19 CLEC4G
110427414 110466200 5 WDR36
180585929 180700541 3 FXR1
79783788 79838382 5 FAM151B
90664541 90679176 5 ARRDC3
34602206 34637980 21 IFNAR2
159587831 159593407 4 C4orf46
149895209 149900236 1 SF3B4
6720863 7175648 9 KDM4C
150322463 150329473 7 GIMAP6
130213765 130265780 9 LRSAM1
105480721 105852819 11 GRIA4
40766159 40783488 1 COL9A2
225629807 225907162 2 DOCK10
65713949 65740647 17 NOL11
93586636 93632433 15 RGMA
159593277 159630775 4 ETFDH
96271098 96373219 5 LNPEP
1570350 1582679 7 MAFK
150384286 150390231 6 ULBP3
128651533 128695448 4 SLC25A31
142944313 143768585 4 INPP4B
57125380 57146157 12 PRIM1
65482367 65488418 11 RNASEH2C
143381633 143661441 6 AIG1
203734304 203745361 1 LAX1
129149787 129158878 3 MBD4
115803806 115806667 10 ADRB1
40498783 40503861 3 RPL14
120124497 120130126 2 DBI
107788068 108097161 7 NRCAM
1581871 1600457 7 TMEM184A
125877533 125931110 5 ALDH7A1
46850251 46896238 19 PPP5C
61447596 61472511 20 COL9A3
110465872 110511491 12 C12orf76
28915742 28947847 16 RABEP2
27961804 28034989 10 MKX
171784974 171823639 2 GORASP2
1295601 1330884 11 TOLLIP
43735665 43739673 1 TMEM125
18553473 18632937 19 ELL
146031990 146101313 4 OTUD4
121485609 121588652 10 INPP5F
159630286 159644548 4 PPID
65543364 65548273 11 AP5B1
128702976 128761888 4 HSPA4L
26256976 26360323 2 RAB10
79163393 79196799 17 AZI1
65294845 65321977 15 MTFMT
65554493 65564690 11 OVOL1
44686742 44820932 1 ERI3
136578001 136610989 6 BCLAF1
95940201 95957056 2 PROM2
34638663 34669539 21 IL10RB
40490041 40523514 19 ZNF546
66516842 66524548 12 LLPH
203764782 203823252 1 ZC3H11A
131100515 131107674 3 NUDT16
43747554 43751288 1 C1orf210
62051989 62081278 2 FAM161A
35894338 35897863 10 GJD4
40518604 40531727 3 ZNF619
150464212 150571493 6 PPP1R14C
25946209 26599989 13 ATP8A2
45810610 45823485 17 TBX21
65590493 65629497 11 CFL1
35617946 35814713 5 SPEF2
157099063 157531913 6 ARID1B
73584139 73622929 17 MYO15B
64532078 64546258 11 SF1
3827169 3867736 17 ATP2A3
22138758 22151714 1 LDLRAD2
150382785 150390729 7 GIMAP2
35927177 35930362 10 FZD8
159690290 159829201 4 FNIP2
44978167 44993043 20 SLC35C2
43766664 43788779 1 TIE1
20779527 20801471 14 CCNB1IP1
26655352 26662515 17 IFT20
105866350 105893130 11 MSANTD4
28623767 28637170 15 GOLGA8F
131630136 131679899 5 SLC22A4
161062580 161090668 3 SPTSSB
34696734 34732168 21 IFNAR1
138537129 138539627 6 PBOV1
124768495 124817827 10 ACADSB
27046411 27051377 17 RPL23A
107842959 108204963 4 DKK2
68384976 68403370 2 PNO1
118451393 118470935 12 RFC5
72766686 72772506 17 NAT9
3734155 3749034 20 C20orf27
284545 319942 16 ITFG3
151185594 151936879 4 LRBA
18111621 18213388 22 BCL2L13
46085716 46089729 1 CCDC17
47808713 47814674 18 CXXC1
115880621 115933979 10 C10orf118
66517709 66563852 12 TMBIM4
34310692 34328660 17 CCL15-CCL14
203765437 203769686 1 ZBED6
18642561 18654887 19 FKBP8
203830731 203839678 1 SNRPE
138724668 138743334 6 HEBP2
150690028 150727105 6 IYD
10353815 10440500 5 MARCH6
65601112 65624367 11 SNX32
161214596 161221730 3 OTOL1
18174742 18218321 17 TOP3A
31343720 31364271 14 COCH
150413645 150421372 7 GIMAP1
145946298 145981802 8 ZNF251
159814286 159959912 4 C4orf45
22148738 22263790 1 HSPG2
612553 615999 11 IRF7
56347889 56367101 12 PMEL
23384435 23410942 10 MSRB2
44225903 44233500 6 NFKBIE
108511433 108641608 4 PAPSS1
17065707 17276943 5 BASP1
9302201 9336327 11 TMEM41B
149900543 149908791 1 MTMR11
175424300 175547644 2 WIPF1
51480098 51952423 6 PKHD1
139171726 139199589 3 RBP2
17616254 17635728 4 MED28
7804879 7812464 19 CD209
120177273 120257913 8 MAL2
26565440 26779562 22 SEZ6L
204042243 204096863 1 SOX13
164696686 164796283 3 SI
160025330 160281321 4 RAPGEF2
28064115 28287977 10 ARMC4
56623833 56631630 12 SLC39A5
150419341 150447121 7 GIMAP5
154266976 154317769 5 GEMIN5
130267618 130341268 9 FAM129B
131705444 131731306 5 SLC22A5
43513266 43568115 17 PLEKHM1
17630929 17783135 4 FAM184B
7796490 7888380 9 TMEM261
34775202 34851655 21 IFNGR2
1606966 1610641 7 PSMG3
145998499 146012730 8 ZNF34
19473060 20575982 5 CDH18
65337708 65345734 15 SLC51B
39760142 39872648 6 DAAM2
101786898 101801598 12 ARL1
74682150 74688011 2 INO80B
139236276 139258671 3 RBP1
94211441 94333833 10 IDE
42891171 42894439 19 CNFN
9406169 9469673 11 IPO7
65345679 65369028 15 RASL12
11831916 11888393 3 TAMM41
75890684 75905416 12 KRR1
1411129 1483919 11 BRSK2
21224301 21266945 2 APOB
17802278 17812381 4 DCAF16
36810649 36813162 10 NAMPTL
65624597 65635124 11 MUS81
36461669 36515247 6 STK38
102821598 102827888 10 KAZALD1
46092976 46153785 1 GPBP1L1
79852574 79866307 5 ANKRD34B
42905659 42931578 19 LIPE
153019030 153045702 6 MYCT1
57520715 57587018 11 CTNND1
65369154 65372276 15 KBTBD13
27051366 27054953 17 TLCD1
18368779 18469105 6 RNF144B
21178890 21242849 18 ANKRD29
1727755 1787590 7 ELFN1
17812525 17846485 4 NCAPG
26618735 26625169 13 SHISA2
153071933 153080900 6 VIP
37414785 37673039 10 ANKRD30A
3758151 3762095 20 SPEF1
36893961 37488852 7 ELMO1
70748487 70776738 10 KIAA1279
43274872 43337216 6 ZNF318
44238203 44275243 6 TMEM151B
63580860 63595190 11 C11orf84
52599480 52821247 15 MYO5A
134321980 134370478 3 KY
26706253 26796791 13 RNF6
138743180 139013708 6 NHSL1
204100190 204121307 1 ETNK2
68462837 68474072 5 CCNB1
128802016 128820350 4 PLK4
150488373 150498448 7 TMEM176B
113161565 113234034 3 SPICE1
162305049 163085187 4 FSTL5
79922047 79950802 5 DHFR
112812800 112876895 2 TMEM87B
34804792 34852318 21 TMEM50B
94774767 95023632 15 MCTP2
36562145 36573377 6 SRSF3
42120283 42140345 15 PLA2G4B
40534167 40562116 19 ZNF780B
43803478 43818443 1 MPL
65409717 65426174 15 PDCD7
46913629 46916841 19 CCDC8
185463093 185804219 2 ZNF804A
142127377 142205907 8 DENND3
46969748 46974820 19 PNMAL1
37560538 37607539 17 MED1
1855429 2272878 7 MAD1L1
201735630 201754026 2 PPIL3
110562140 110656602 12 IFT81
318300 325980 16 RGS11
134832824 134850967 7 TMEM140
44870866 45117396 1 RNF220
28764757 28778160 15 GOLGA8G
46152886 46160115 1 TMEM69
67840668 67866051 16 TSNAXIP1
79793518 79816570 10 RPS24
45884738 45899200 17 OSBPL7
46984053 47104457 19 PPP5D1
113416200 113449528 12 OAS2
125671382 126146917 12 TMEM132B
153291664 153304714 6 FBXO5
3764498 3767337 20 CENPB
143743969 143771810 6 ADAT2
42932440 42947200 19 CXCL17
139279022 139396859 3 NMNAT3
155504278 155511918 4 FGA
18216906 18257536 22 BID
26828276 26979375 13 CDK8
131181056 131221827 3 MRPL3
46159996 46216322 1 IPP
96427574 96478576 5 LIX1
40575059 40596845 19 ZNF780A
105921825 105948492 11 KBTBD3
34860497 34864027 21 DNAJC28
134868590 134896316 7 WDR91
157710418 157744633 6 TMEM242
150920999 151164799 6 PLEKHG1
40810522 40888998 1 SMAP2
156257929 156272973 3 SSR3
102849078 102890883 10 TLX1NB
43824626 43828874 1 CDC20
186603355 186698017 2 FSIP2
197627756 197664449 2 GTF3C3
95999840 96011061 14 GLRX5
36644305 36655116 6 CDKN1A
19837617 19840915 6 ID4
204123944 204135465 1 REN
65633912 65641063 11 EFEMP2
26825239 26840981 22 ASPHD2
102889257 102897545 10 TLX1
44502599 44548633 2 SLC3A1
24797601 25042238 6 FAM65B
11831446 11832108 8 DEFB136
105946228 105969437 11 AASDHPPT
35085848 35116387 6 TCP11
96152754 96158980 14 TCL1B
3767578 3786762 20 CDC25B
11839830 11842099 8 DEFB135
60704762 60770958 17 MRC2
9481866 9550071 11 ZNF143
33936491 33939023 5 RXFP3
43011456 43065386 19 CEACAM1
70002351 70004942 12 LRRC10
75668935 75677255 10 PLAU
102986733 102989551 10 LBX1
11850692 11853821 8 DEFB134
75398851 75419214 7 CCL26
130374544 130457460 9 STXBP1
99990256 100016849 6 CCNC
20100935 20212670 6 MBOAT1
147830063 148058683 6 SAMD5
143013219 143049176 7 CLCN1
124895478 124897257 10 HMX3
21750782 22853731 5 CDH12
57145945 57181574 12 HSD17B6
7825177 7833121 17 KCNAB3
11961898 11973025 8 ZNF705D
124907638 124910188 10 HMX2
37379314 37753537 5 WDR70
75440983 75452674 7 CCL24
157802165 158099178 6 ZDHHC14
103113820 103317078 10 BTRC
70037140 70093256 12 BEST3
11994677 11996586 8 USP17L2
106544738 106889250 11 GUCY1A2
46252659 46501796 1 MAST2
47901365 47920543 18 SKA1
8314246 10612723 9 PTPRD
204159469 204165614 1 KISS1
77292715 77336645 14 C14orf166B
26839389 26879803 22 HPS4
153308497 153323820 6 MTRF1L
75471920 75518244 7 RHBDD2
74685456 74688018 2 WBP1
124913793 124924886 10 BUB3
44246480 44265458 6 TCTE1
148593440 148873186 6 SASH1
204167288 204183220 1 GOLT1A
32556679 32667726 10 EPC1
28943260 28950667 16 CD19
63606400 63678491 11 MARK2
12194551 12200851 3 TIMP4
216809213 216898819 2 MREG
68405989 68483369 2 PPP3R1
27548716 27579868 2 GTF3C2
140103843 140126050 7 RAB19
61472467 61493115 20 TCFL5
27052915 27070473 17 NEK8
12039605 12051642 8 FAM86B1
34876238 34915797 21 GART
40547483 40560227 3 ZNF620
171847333 172087824 2 TLK1
87480486 87526586 8 RMDN1
149909705 149982625 1 OTUD7B
27131840 27263085 13 WASF3
96176304 96180533 14 TCL1A
131746328 131811736 5 C5orf56
156391024 156424559 3 TIPARP
133706870 133727683 5 UBE2B
204187979 204346793 1 PLEKHA6
29179477 29284239 2 FAM179A
43829068 43833696 1 ELOVL1
17842822 18023499 4 LCORL
23481256 23483181 10 PTF1A
155525286 155534119 4 FGG
23492745 23528745 10 C10orf115
146015150 146017972 8 RPL8
48086448 48258194 18 MAPK4
68511303 68547183 2 CNRIP1
18668572 18680197 19 KXD1
7590432 7612200 6 SNRNP48
65647280 65651212 11 CTSW
616565 626078 11 CDHR5
23556124 23633774 10 C10orf67
27329341 27334922 13 GPR12
40566369 40616176 3 ZNF621
140152840 140179369 7 MKRN1
34323476 34329084 17 CCL15
141000443 141016437 5 HDAC3
107197071 107328572 11 CWF19L2
70847862 70864567 10 SRGN
109335937 109402267 2 RANBP2
29302036 29493913 12 FAR2
56631591 56652175 12 ANKRD52
120187477 120196096 2 TMEM37
27640293 27746033 13 USP12
139094657 139114456 6 CCDC28A
113251143 113348425 3 SIDT1
41768401 41813503 19 HNRNPUL1
146402346 146479231 4 SMAD1
120197419 120282070 2 SCTR
121440225 121454305 12 C12orf43
40688190 40696467 17 NAGLU
68485375 68506184 5 CENPH
128751948 129192460 12 TMEM132C
39867354 39902290 6 MOCS1
42120283 42129779 15 JMJD7
66582659 66648402 12 IRAK3
12328867 12475855 3 PPARG
133737778 133747589 5 CDKN2AIPNL
204372515 204380919 1 PPP1R15B
61509090 61569304 20 DIDO1
318726 333003 16 ARHGDIG
26395960 26412532 2 GAREML
68592305 68624585 2 PLEK
143771944 143811147 6 PEX3
46990163 46999755 19 PNMAL2
28962128 28978418 16 NFATC2IP
62095224 62115939 2 CCT4
150497491 150502208 7 TMEM176A
65651212 65656010 11 FIBP
40915774 40929390 1 ZFP69B
95963052 96051825 2 KCNIP3
31363005 31495607 14 STRN3
139117063 139225207 6 ECT2L
99302660 99332819 7 CYP3A7
47035916 47045958 17 GIP
68513587 68525956 5 MRPS36
47104331 47114050 19 CALM3
101869199 101880775 12 SPIC
133860003 133918918 5 JADE2
34340096 34345005 17 CCL23
204391756 204463852 1 PIK3C2B
75528518 75616173 7 POR
90750414 90775542 10 FAS
65440557 65477680 15 CLPX
26440700 26453643 6 BTN3A3
26662628 26674035 17 TNFAIP1
44267391 44281063 6 AARS2
96496571 96518964 5 RIOK2
333152 337215 16 PDIA2
171561139 171656505 3 TMEM212
40942887 40962015 1 ZFP69
74688184 74692537 2 MOGS
68530668 68573250 5 CDK7
82617460 82752584 12 CCDC59
158244296 158366109 6 SNX9
65821640 65980494 17 BPTF
144106070 144144983 4 USP38
43395104 43418168 6 ABCC10
48324574 48351772 18 MRO
27825446 27830828 13 RPL21
20254883 20622184 4 SLIT2
77490888 77495034 14 IRF2BPL
48348767 48358844 17 TMEM92
76419227 76427712 12 PHLDA1
26879843 26890624 22 SRRD
153325594 153452384 6 RGS17
77564440 77583630 14 CIPC
67410839 67539472 17 MAP2K6
151186685 151423023 6 MTHFD1L
43849588 43855479 1 MED8
121458095 121477045 12 OASL
52839242 52862080 15 ARPP19
164031225 164088073 4 NAF1
57316938 57328189 12 SDR9C7
26413504 26467594 2 HADHA
156543270 156763918 3 LEKR1
40974413 40982228 1 EXO5
67862060 67881714 16 CENPT
46505812 46642160 1 PIK3R3
28985542 28995869 16 SPNS1
57345219 57353158 12 RDH16
36683256 36699870 6 RAB44
45100910 45140227 1 TMEM53
45900638 45908900 17 MRPL10
19674142 19771249 17 ULK2
47123725 47128375 19 PTGIR
21269407 21535030 18 LAMA3
29283842 29297127 2 C2orf71
37890366 37891859 10 MTRNR2L7
65488337 65503826 15 CILP
36708552 36807778 6 CPNE5
44994688 45061704 20 ELMO2
149068464 149398126 6 UST
47137333 47137942 19 GNG8
108745719 108836203 4 SGMS2
38091751 38147034 10 ZNF248
99354604 99381888 7 CYP3A4
27844464 27847827 13 RASL11A
164245113 164265984 4 NPY1R
40697651 40721482 19 MAP3K10
70883268 70932617 10 VPS26A
74699085 74700449 2 MRPL53
47150869 47164395 19 DACT3
216861052 216947678 2 PECR
7833663 7835441 17 TRAPPC1
26887191 26908471 22 TFIP11
131817301 131826490 5 IRF1
264140 278283 2 ACP1
21346789 21366144 2 TDRD15
79202077 79212891 17 ENTHD2
136663875 136871957 6 MAP7
154320630 154348971 5 MRPL22
22303514 22325135 1 CELA3B
150039369 150117505 1 VPS45
61569471 61576996 20 GID8
79945819 79946855 5 MTRNR2L2
87497059 87573726 8 CPNE3
337440 402673 16 AXIN1
65526798 65592956 15 PARP16
27998681 28009958 13 GTF3A
3108346 3187969 11 OSBPL5
23608088 23931481 2 KLHL29
96505661 96560417 14 C14orf132
130455257 130487152 9 PTRH1
68686551 68694390 2 FBXO48
164265091 164273086 4 NPY5R
108852525 108874613 4 CYP2U1
135684515 135866733 3 PPP2R3A
79950467 80172279 5 MSH3
42120293 42140353 15 JMJD7-PLA2G4B
40997233 41013841 1 ZNF684
13358062 13487894 6 GFOD1
22328149 22339032 1 CELA3A
164392257 164395047 4 TKTL2
129894923 129924649 10 MKI67
154331631 154568001 6 OPRM1
64556290 64570713 11 MAP4K2
29320571 29412509 2 CLIP4
61584052 61599949 20 SLC17A9
92919043 92930321 5 NR2F1
46640745 46651630 1 TSPAN1
47074774 47133012 17 IGF2BP1
72356367 72375167 2 CYP26B1
65657875 65659105 11 CCDC85B
41236328 41301587 3 CTNNB1
164415594 164441691 4 TMA16
33944721 33984835 5 SLC45A2
12168471 12175825 8 DEFB130
52873514 53002014 15 FAM214A
20811741 20826064 14 PARP2
133936834 133984961 5 SAR1B
65659520 65668044 11 FOSL1
43855553 43918321 1 SZT2
40721965 40724306 19 TTC9B
65619465 65670378 15 IGDCC3
129277739 129308528 12 SLC15A4
98104354 98134347 5 RGMB
154393260 154397685 5 KIF4B
49962001 50038449 12 PRPF40B
47177532 47220384 19 PRKD2
12282913 12293915 8 FAM86B2
144257915 144395721 4 GAB1
23728198 23731308 10 OTUD1
151503077 151505843 4 MAB21L2
45140364 45191263 1 C1orf228
34391640 34399392 17 CCL18
146539415 146581187 4 MMAA
22379120 22419437 1 CDC42
108910870 108956331 4 HADH
130469268 130478281 9 C9orf117
77582911 77725838 14 TMEM63C
155297354 156194799 5 SGCD
204485511 204542871 1 MDM4
121588972 121652068 10 MCMBP
28339922 28623415 10 MPP7
12685439 12710290 9 TYRP1
33333009 33416338 17 RFFL
40728115 40732597 19 CNTD2
7727030 7881655 6 BMP6
