Approved Symbol	Gene family description
COA5	Mitochondrial respiratory chain complex assembly factors
COA6	Mitochondrial respiratory chain complex assembly factors
COA7	Mitochondrial respiratory chain complex assembly factors
COX10	Mitochondrial respiratory chain complex assembly factors
COX11	Mitochondrial respiratory chain complex assembly factors
COX14	Mitochondrial respiratory chain complex assembly factors
COX15	Mitochondrial respiratory chain complex assembly factors
COX17	Mitochondrial respiratory chain complex assembly factors
COX18	Mitochondrial respiratory chain complex assembly factors
COX19	Mitochondrial respiratory chain complex assembly factors
COX20	Mitochondrial respiratory chain complex assembly factors
FOXRED1	Mitochondrial respiratory chain complex assembly factors
NDUFAF2	Mitochondrial respiratory chain complex assembly factors
NDUFAF3	Mitochondrial respiratory chain complex assembly factors
NDUFAF4	Mitochondrial respiratory chain complex assembly factors
NDUFAF5	Mitochondrial respiratory chain complex assembly factors
NDUFAF6	Mitochondrial respiratory chain complex assembly factors
NDUFAF7	Mitochondrial respiratory chain complex assembly factors
NDUFAF8	Mitochondrial respiratory chain complex assembly factors
NUBPL	Mitochondrial respiratory chain complex assembly factors
SCO1	Mitochondrial respiratory chain complex assembly factors
SCO2	Mitochondrial respiratory chain complex assembly factors
SDHAF1	Mitochondrial respiratory chain complex assembly factors
SDHAF2	Mitochondrial respiratory chain complex assembly factors
SDHAF3	Mitochondrial respiratory chain complex assembly factors
SDHAF4	Mitochondrial respiratory chain complex assembly factors
SURF1	Mitochondrial respiratory chain complex assembly factors
UQCC1	Mitochondrial respiratory chain complex assembly factors
UQCC2	Mitochondrial respiratory chain complex assembly factors
UQCC3	Mitochondrial respiratory chain complex assembly factors
DAP3	Mitochondrial ribosomal proteins
LACTB	Mitochondrial ribosomal proteins
MRPL1	Mitochondrial ribosomal proteins
MRPL10	Mitochondrial ribosomal proteins
MRPL11	Mitochondrial ribosomal proteins
MRPL12	Mitochondrial ribosomal proteins
MRPL13	Mitochondrial ribosomal proteins
MRPL14	Mitochondrial ribosomal proteins
MRPL15	Mitochondrial ribosomal proteins
MRPL16	Mitochondrial ribosomal proteins
MRPL17	Mitochondrial ribosomal proteins
MRPL18	Mitochondrial ribosomal proteins
MRPL19	Mitochondrial ribosomal proteins
MRPL2	Mitochondrial ribosomal proteins
MRPL20	Mitochondrial ribosomal proteins
MRPL21	Mitochondrial ribosomal proteins
MRPL22	Mitochondrial ribosomal proteins
MRPL23	Mitochondrial ribosomal proteins
MRPL24	Mitochondrial ribosomal proteins
MRPL27	Mitochondrial ribosomal proteins
MRPL28	Mitochondrial ribosomal proteins
MRPL3	Mitochondrial ribosomal proteins
MRPL30	Mitochondrial ribosomal proteins
MRPL32	Mitochondrial ribosomal proteins
MRPL33	Mitochondrial ribosomal proteins
MRPL34	Mitochondrial ribosomal proteins
MRPL35	Mitochondrial ribosomal proteins
MRPL36	Mitochondrial ribosomal proteins
MRPL37	Mitochondrial ribosomal proteins
MRPL38	Mitochondrial ribosomal proteins
MRPL39	Mitochondrial ribosomal proteins
MRPL4	Mitochondrial ribosomal proteins
MRPL40	Mitochondrial ribosomal proteins
MRPL41	Mitochondrial ribosomal proteins
MRPL42	Mitochondrial ribosomal proteins
MRPL43	Mitochondrial ribosomal proteins
MRPL44	Mitochondrial ribosomal proteins
MRPL45	Mitochondrial ribosomal proteins
MRPL46	Mitochondrial ribosomal proteins
MRPL47	Mitochondrial ribosomal proteins
MRPL48	Mitochondrial ribosomal proteins
MRPL49	Mitochondrial ribosomal proteins
MRPL50	Mitochondrial ribosomal proteins
MRPL51	Mitochondrial ribosomal proteins
MRPL52	Mitochondrial ribosomal proteins
MRPL53	Mitochondrial ribosomal proteins
MRPL54	Mitochondrial ribosomal proteins
MRPL55	Mitochondrial ribosomal proteins
MRPL57	Mitochondrial ribosomal proteins
MRPL9	Mitochondrial ribosomal proteins
MRPS10	Mitochondrial ribosomal proteins
MRPS11	Mitochondrial ribosomal proteins
MRPS12	Mitochondrial ribosomal proteins
MRPS14	Mitochondrial ribosomal proteins
MRPS15	Mitochondrial ribosomal proteins
MRPS16	Mitochondrial ribosomal proteins
MRPS17	Mitochondrial ribosomal proteins
MRPS18A	Mitochondrial ribosomal proteins
MRPS18B	Mitochondrial ribosomal proteins
MRPS18C	Mitochondrial ribosomal proteins
MRPS2	Mitochondrial ribosomal proteins
MRPS21	Mitochondrial ribosomal proteins
MRPS22	Mitochondrial ribosomal proteins
MRPS23	Mitochondrial ribosomal proteins
MRPS24	Mitochondrial ribosomal proteins
MRPS25	Mitochondrial ribosomal proteins
MRPS26	Mitochondrial ribosomal proteins
MRPS27	Mitochondrial ribosomal proteins
MRPS28	Mitochondrial ribosomal proteins
MRPS30	Mitochondrial ribosomal proteins
MRPS31	Mitochondrial ribosomal proteins
MRPS33	Mitochondrial ribosomal proteins
MRPS34	Mitochondrial ribosomal proteins
MRPS35	Mitochondrial ribosomal proteins
MRPS36	Mitochondrial ribosomal proteins
MRPS5	Mitochondrial ribosomal proteins
MRPS6	Mitochondrial ribosomal proteins
MRPS7	Mitochondrial ribosomal proteins
MRPS9	Mitochondrial ribosomal proteins
MT-RNR1	Mitochondrially encoded ribosomal RNAs
MT-RNR2	Mitochondrially encoded ribosomal RNAs
MT-TA	Mitochondrially encoded tRNAs
MT-TC	Mitochondrially encoded tRNAs
MT-TD	Mitochondrially encoded tRNAs
MT-TE	Mitochondrially encoded tRNAs
MT-TF	Mitochondrially encoded tRNAs
MT-TG	Mitochondrially encoded tRNAs
MT-TH	Mitochondrially encoded tRNAs
MT-TI	Mitochondrially encoded tRNAs
MT-TK	Mitochondrially encoded tRNAs
MT-TL1	Mitochondrially encoded tRNAs
MT-TL2	Mitochondrially encoded tRNAs
MT-TM	Mitochondrially encoded tRNAs
MT-TN	Mitochondrially encoded tRNAs
MT-TP	Mitochondrially encoded tRNAs
MT-TQ	Mitochondrially encoded tRNAs
MT-TR	Mitochondrially encoded tRNAs
MT-TS1	Mitochondrially encoded tRNAs
MT-TS2	Mitochondrially encoded tRNAs
MT-TT	Mitochondrially encoded tRNAs
MT-TV	Mitochondrially encoded tRNAs
MT-TW	Mitochondrially encoded tRNAs
MT-TY	Mitochondrially encoded tRNAs
MAP4K1	Mitogen-activated protein kinase kinase kinase kinases
MAP4K2	Mitogen-activated protein kinase kinase kinase kinases
MAP4K3	Mitogen-activated protein kinase kinase kinase kinases
MAP4K4	Mitogen-activated protein kinase kinase kinase kinases
MAP4K5	Mitogen-activated protein kinase kinase kinase kinases
ARAF	Mitogen-activated protein kinase kinase kinases
BRAF	Mitogen-activated protein kinase kinase kinases
MAP3K1	Mitogen-activated protein kinase kinase kinases
MAP3K10	Mitogen-activated protein kinase kinase kinases
MAP3K11	Mitogen-activated protein kinase kinase kinases
MAP3K12	Mitogen-activated protein kinase kinase kinases
MAP3K13	Mitogen-activated protein kinase kinase kinases
MAP3K14	Mitogen-activated protein kinase kinase kinases
MAP3K15	Mitogen-activated protein kinase kinase kinases
MAP3K19	Mitogen-activated protein kinase kinase kinases
MAP3K2	Mitogen-activated protein kinase kinase kinases
MAP3K3	Mitogen-activated protein kinase kinase kinases
MAP3K4	Mitogen-activated protein kinase kinase kinases
MAP3K5	Mitogen-activated protein kinase kinase kinases
MAP3K6	Mitogen-activated protein kinase kinase kinases
MAP3K7	Mitogen-activated protein kinase kinase kinases
MAP3K8	Mitogen-activated protein kinase kinase kinases
MAP3K9	Mitogen-activated protein kinase kinase kinases
RAF1	Mitogen-activated protein kinase kinase kinases
TAOK1	Mitogen-activated protein kinase kinase kinases
TAOK2	Mitogen-activated protein kinase kinase kinases
TAOK3	Mitogen-activated protein kinase kinase kinases
MAP3K20	Mitogen-activated protein kinase kinase kinases
MAP3K21	Mitogen-activated protein kinase kinase kinases
MAP2K1	Mitogen-activated protein kinase kinases
MAP2K2	Mitogen-activated protein kinase kinases
MAP2K3	Mitogen-activated protein kinase kinases
MAP2K4	Mitogen-activated protein kinase kinases
MAP2K5	Mitogen-activated protein kinase kinases
MAP2K6	Mitogen-activated protein kinase kinases
MAP2K7	Mitogen-activated protein kinase kinases
MAPKAPK2	Mitogen-activated protein kinase-activated protein kinases
MAPKAPK3	Mitogen-activated protein kinase-activated protein kinases
MAPKAPK5	Mitogen-activated protein kinase-activated protein kinases
RPS6KA1	Mitogen-activated protein kinase-activated protein kinases
RPS6KA2	Mitogen-activated protein kinase-activated protein kinases
RPS6KA3	Mitogen-activated protein kinase-activated protein kinases
RPS6KA4	Mitogen-activated protein kinase-activated protein kinases
RPS6KA5	Mitogen-activated protein kinase-activated protein kinases
RPS6KA6	Mitogen-activated protein kinase-activated protein kinases
MKNK1	Mitogen-activated protein kinase-activated protein kinases
MKNK2	Mitogen-activated protein kinase-activated protein kinases
MAPK1	Mitogen-activated protein kinases
MAPK10	Mitogen-activated protein kinases
MAPK11	Mitogen-activated protein kinases
MAPK12	Mitogen-activated protein kinases
MAPK13	Mitogen-activated protein kinases
MAPK14	Mitogen-activated protein kinases
MAPK15	Mitogen-activated protein kinases
MAPK3	Mitogen-activated protein kinases
MAPK4	Mitogen-activated protein kinases
MAPK6	Mitogen-activated protein kinases
MAPK7	Mitogen-activated protein kinases
MAPK8	Mitogen-activated protein kinases
MAPK9	Mitogen-activated protein kinases
ATXN3	MJD deubiquinating enzymes
ATXN3L	MJD deubiquinating enzymes
JOSD1	MJD deubiquinating enzymes
JOSD2	MJD deubiquinating enzymes
MOB1A	MOB kinase activators
MOB1B	MOB kinase activators
MOB2	MOB kinase activators
MOB3A	MOB kinase activators
MOB3B	MOB kinase activators
MOB3C	MOB kinase activators
MOB4	MOB kinase activators
ERLEC1	MRH domain containing 
GNPTG	MRH domain containing 
IGF2R	MRH domain containing 
M6PR	MRH domain containing 
OS9	MRH domain containing 
PRKCSH	MRH domain containing 
MRE11	MRN complex
NBN	MRN complex
RAD50	MRN complex
AKT1S1	MTOR complex 1
MLST8	MTOR complex 1
MTOR	MTOR complex 1
RPTOR	MTOR complex 1
MTOR	MTOR complex 2
RICTOR	MTOR complex 2
MLST8	MTOR complex 2
PRR5	MTOR complex 2
MAPKAP1	MTOR complex 2
EMCN	Mucins
MUC1	Mucins
MUC12	Mucins
MUC13	Mucins
MUC15	Mucins
MUC16	Mucins
MUC17	Mucins
MUC19	Mucins
MUC2	Mucins
MUC20	Mucins
MUC21	Mucins
MUC22	Mucins
MUC3A	Mucins
MUC3B	Mucins
MUC4	Mucins
MUC5AC	Mucins
MUC5B	Mucins
MUC6	Mucins
MUC7	Mucins
MUC8	Mucins
OVGP1	Mucins
MCTP1	Multiple C2 and transmembrane domain containing
MCTP2	Multiple C2 and transmembrane domain containing
MLH1	MutL homologs
MLH3	MutL homologs
PMS1	MutL homologs
PMS2	MutL homologs
MSH2	MutS homologs
MSH3	MutS homologs
MSH4	MutS homologs
MSH5	MutS homologs
MSH6	MutS homologs
BDP1	Myb/SANT domain containing
C17orf49	Myb/SANT domain containing
TERB1	Myb/SANT domain containing
CDC5L	Myb/SANT domain containing
CHD6	Myb/SANT domain containing
CHD7	Myb/SANT domain containing
CRAMP1	Myb/SANT domain containing
DMAP1	Myb/SANT domain containing
DMTF1	Myb/SANT domain containing
DNAJC1	Myb/SANT domain containing
DNAJC2	Myb/SANT domain containing
ELMSAN1	Myb/SANT domain containing
EP400	Myb/SANT domain containing
EZH1	Myb/SANT domain containing
EZH2	Myb/SANT domain containing
GON4L	Myb/SANT domain containing
MIER1	Myb/SANT domain containing
MIER2	Myb/SANT domain containing
MIER3	Myb/SANT domain containing
MIS18BP1	Myb/SANT domain containing
MTA1	Myb/SANT domain containing
MTA2	Myb/SANT domain containing
MTA3	Myb/SANT domain containing
MYB	Myb/SANT domain containing
MYBL1	Myb/SANT domain containing
MYBL2	Myb/SANT domain containing
MYPOP	Myb/SANT domain containing
MYSM1	Myb/SANT domain containing
NCOR1	Myb/SANT domain containing
NCOR2	Myb/SANT domain containing
RCOR1	Myb/SANT domain containing
RCOR2	Myb/SANT domain containing
RCOR3	Myb/SANT domain containing
RERE	Myb/SANT domain containing
SMARCA1	Myb/SANT domain containing
SMARCA5	Myb/SANT domain containing
SMARCC1	Myb/SANT domain containing
SMARCC2	Myb/SANT domain containing
SNAPC4	Myb/SANT domain containing
TADA2A	Myb/SANT domain containing
TADA2B	Myb/SANT domain containing
TERF1	Myb/SANT domain containing
TERF2	Myb/SANT domain containing
TRERF1	Myb/SANT domain containing
TTF1	Myb/SANT domain containing
ZKSCAN2	Myb/SANT domain containing
ZNF541	Myb/SANT domain containing
ZSCAN20	Myb/SANT domain containing
ZZZ3	Myb/SANT domain containing
MSANTD1	Myb/SANT domain containing
MSANTD2	Myb/SANT domain containing
MSANTD3	Myb/SANT domain containing
MSANTD4	Myb/SANT domain containing
MEF2A	Myocyte enhancer factor 2 proteins
MEF2B	Myocyte enhancer factor 2 proteins
MEF2C	Myocyte enhancer factor 2 proteins
MEF2D	Myocyte enhancer factor 2 proteins
MYBPC1	Myosin binding proteins
MYBPC2	Myosin binding proteins
MYBPC3	Myosin binding proteins
MYBPH	Myosin binding proteins
MYBPHL	Myosin binding proteins
MYOM1	Myosin binding proteins
MYOM2	Myosin binding proteins
MYOM3	Myosin binding proteins
MYH1	Myosin heavy chains
MYH10	Myosin heavy chains
MYH11	Myosin heavy chains
MYH13	Myosin heavy chains
MYH14	Myosin heavy chains
MYH15	Myosin heavy chains
MYH16	Myosin heavy chains
MYH2	Myosin heavy chains
MYH3	Myosin heavy chains
MYH4	Myosin heavy chains
MYH6	Myosin heavy chains
MYH7	Myosin heavy chains
MYH7B	Myosin heavy chains
MYH8	Myosin heavy chains
MYH9	Myosin heavy chains
MYL1	Myosin light chains
MYL10	Myosin light chains
MYL12A	Myosin light chains
MYL12B	Myosin light chains
MYL2	Myosin light chains
MYL3	Myosin light chains
MYL4	Myosin light chains
MYL5	Myosin light chains
MYL6	Myosin light chains
MYL6B	Myosin light chains
MYL7	Myosin light chains
MYL8P	Myosin light chains
MYL9	Myosin light chains
MYLPF	Myosin light chains
MYO1A	Myosins, class I
MYO1B	Myosins, class I
MYO1C	Myosins, class I
MYO1D	Myosins, class I
MYO1E	Myosins, class I
MYO1F	Myosins, class I
MYO1G	Myosins, class I
MYO1H	Myosins, class I
MYO3A	Myosins, class III
MYO3B	Myosins, class III
MYO9A	Myosins, class IX
MYO9B	Myosins, class IX
MYO5A	Myosins, class V
MYO5B	Myosins, class V
MYO5C	Myosins, class V
MYO6	Myosins, class VI
MYO7A	Myosins, class VII
MYO7B	Myosins, class VII
MYO10	Myosins, class X
MYO19	Myosins, class XIX
MYO15A	Myosins, class XV
MYO15B	Myosins, class XV
MYO16	Myosins, class XVI
MYO18A	Myosins, class XVIII
MYO18B	Myosins, class XVIII
MTM1	Myotubularins
MTMR1	Myotubularins
MTMR10	Myotubularins
MTMR11	Myotubularins
MTMR12	Myotubularins
MTMR14	Myotubularins
MTMR2	Myotubularins
MTMR3	Myotubularins
MTMR4	Myotubularins
MTMR6	Myotubularins
MTMR7	Myotubularins
MTMR8	Myotubularins
MTMR9	Myotubularins
SBF1	Myotubularins
SBF2	Myotubularins
NAA10	N(alpha)-acetyltransferase subunits
NAA11	N(alpha)-acetyltransferase subunits
NAA15	N(alpha)-acetyltransferase subunits
NAA16	N(alpha)-acetyltransferase subunits
NAA20	N(alpha)-acetyltransferase subunits
NAA25	N(alpha)-acetyltransferase subunits
NAA30	N(alpha)-acetyltransferase subunits
NAA35	N(alpha)-acetyltransferase subunits
NAA38	N(alpha)-acetyltransferase subunits
NAA40	N(alpha)-acetyltransferase subunits
NAA50	N(alpha)-acetyltransferase subunits
NAA60	N(alpha)-acetyltransferase subunits
AMPH	N-BAR domain containing
ARHGAP17	N-BAR domain containing
BIN1	N-BAR domain containing
BIN2	N-BAR domain containing
BIN3	N-BAR domain containing
SH3BP1	N-BAR domain containing
SH3GL1	N-BAR domain containing
SH3GL2	N-BAR domain containing
SH3GL3	N-BAR domain containing
SH3GLB1	N-BAR domain containing
SH3GLB2	N-BAR domain containing
ARHGAP44	N-BAR domain containing
NECAB1	N-terminal EF-hand calcium binding proteins
NECAB2	N-terminal EF-hand calcium binding proteins
NECAB3	N-terminal EF-hand calcium binding proteins
NKAIN1	Na+/K+ transporting ATPase interacting
NKAIN2	Na+/K+ transporting ATPase interacting
NKAIN3	Na+/K+ transporting ATPase interacting
NKAIN4	Na+/K+ transporting ATPase interacting
NDUFS1	NADH:ubiquinone oxidoreductase core subunits
NDUFV1	NADH:ubiquinone oxidoreductase core subunits
NDUFS2	NADH:ubiquinone oxidoreductase core subunits
NDUFS3	NADH:ubiquinone oxidoreductase core subunits
NDUFV2	NADH:ubiquinone oxidoreductase core subunits
NDUFS7	NADH:ubiquinone oxidoreductase core subunits
NDUFS8	NADH:ubiquinone oxidoreductase core subunits
MT-ND1	NADH:ubiquinone oxidoreductase core subunits
MT-ND2	NADH:ubiquinone oxidoreductase core subunits
MT-ND3	NADH:ubiquinone oxidoreductase core subunits
MT-ND4	NADH:ubiquinone oxidoreductase core subunits
MT-ND4L	NADH:ubiquinone oxidoreductase core subunits
MT-ND5	NADH:ubiquinone oxidoreductase core subunits
MT-ND6	NADH:ubiquinone oxidoreductase core subunits
NDUFA1	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA10	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA11	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA12	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA13	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA2	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA3	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA5	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA6	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA7	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA8	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFA9	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFAB1	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB1	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB10	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB11	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB2	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB3	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB4	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB5	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB6	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB7	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB8	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFB9	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFC1	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFC2	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFV3	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFS4	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFS5	NADH:ubiquinone oxidoreductase supernumerary subunits
NDUFS6	NADH:ubiquinone oxidoreductase supernumerary subunits
NBPF1	NBPF members
NBPF10	NBPF members
NBPF11	NBPF members
NBPF12	NBPF members
NBPF13P	NBPF members
NBPF14	NBPF members
NBPF15	NBPF members
NBPF17P	NBPF members
NBPF18P	NBPF members
NBPF19	NBPF members
NBPF20	NBPF members
NBPF21P	NBPF members
NBPF22P	NBPF members
NBPF25P	NBPF members
NBPF26	NBPF members
NBPF2P	NBPF members
NBPF3	NBPF members
NBPF4	NBPF members
NBPF5P	NBPF members
NBPF6	NBPF members
NBPF7	NBPF members
NBPF8	NBPF members
NBPF9	NBPF members
NTN1	Netrins
NTN3	Netrins
NTN4	Netrins
NTN5	Netrins
NTNG1	Netrins
NTNG2	Netrins
NMUR1	Neuromedin U receptors
NMUR2	Neuromedin U receptors
NPFFR1	Neuropeptide receptors
NPFFR2	Neuropeptide receptors
NPSR1	Neuropeptide receptors
NPBWR1	Neuropeptide receptors
NPBWR2	Neuropeptide receptors
NPY1R	Neuropeptide receptors
NPY2R	Neuropeptide receptors
NPY4R	Neuropeptide receptors
NPY5R	Neuropeptide receptors
NPY6R	Neuropeptide receptors
NTSR1	Neurotensin receptors
NTSR2	Neurotensin receptors
NFKB1	NF-kappa B complex subunits
NFKB2	NF-kappa B complex subunits
REL	NF-kappa B complex subunits
RELA	NF-kappa B complex subunits
RELB	NF-kappa B complex subunits
PRPF19	NineTeen complex
CDC5L	NineTeen complex
PLRG1	NineTeen complex
BCAS2	NineTeen complex
CWC15	NineTeen complex
CTNNB1	NineTeen complex
HSPA8	NineTeen complex
BARHL1	NKL subclass homeoboxes and pseudogenes
BARHL2	NKL subclass homeoboxes and pseudogenes
BARX1	NKL subclass homeoboxes and pseudogenes
BARX2	NKL subclass homeoboxes and pseudogenes
BSX	NKL subclass homeoboxes and pseudogenes
DBX1	NKL subclass homeoboxes and pseudogenes
DBX2	NKL subclass homeoboxes and pseudogenes
DLX1	NKL subclass homeoboxes and pseudogenes
DLX2	NKL subclass homeoboxes and pseudogenes
DLX3	NKL subclass homeoboxes and pseudogenes
DLX4	NKL subclass homeoboxes and pseudogenes
DLX5	NKL subclass homeoboxes and pseudogenes
DLX6	NKL subclass homeoboxes and pseudogenes
EMX1	NKL subclass homeoboxes and pseudogenes
EMX2	NKL subclass homeoboxes and pseudogenes
EN1	NKL subclass homeoboxes and pseudogenes
EN2	NKL subclass homeoboxes and pseudogenes
HHEX	NKL subclass homeoboxes and pseudogenes
HLX	NKL subclass homeoboxes and pseudogenes
HMX1	NKL subclass homeoboxes and pseudogenes
HMX2	NKL subclass homeoboxes and pseudogenes
HMX3	NKL subclass homeoboxes and pseudogenes
LBX1	NKL subclass homeoboxes and pseudogenes
LBX2	NKL subclass homeoboxes and pseudogenes
MSX1	NKL subclass homeoboxes and pseudogenes
MSX2	NKL subclass homeoboxes and pseudogenes
MSX2P1	NKL subclass homeoboxes and pseudogenes
NANOG	NKL subclass homeoboxes and pseudogenes
NANOGP1	NKL subclass homeoboxes and pseudogenes
NANOGP10	NKL subclass homeoboxes and pseudogenes
NANOGP11	NKL subclass homeoboxes and pseudogenes
NANOGP2	NKL subclass homeoboxes and pseudogenes
NANOGP3	NKL subclass homeoboxes and pseudogenes
NANOGP4	NKL subclass homeoboxes and pseudogenes
NANOGP5	NKL subclass homeoboxes and pseudogenes
NANOGP6	NKL subclass homeoboxes and pseudogenes
NANOGP7	NKL subclass homeoboxes and pseudogenes
NANOGP8	NKL subclass homeoboxes and pseudogenes
NANOGP9	NKL subclass homeoboxes and pseudogenes
NKX1-1	NKL subclass homeoboxes and pseudogenes
NKX1-2	NKL subclass homeoboxes and pseudogenes
NKX2-1	NKL subclass homeoboxes and pseudogenes
NKX2-2	NKL subclass homeoboxes and pseudogenes
NKX2-3	NKL subclass homeoboxes and pseudogenes
NKX2-4	NKL subclass homeoboxes and pseudogenes
NKX2-5	NKL subclass homeoboxes and pseudogenes
NKX2-6	NKL subclass homeoboxes and pseudogenes
NKX2-8	NKL subclass homeoboxes and pseudogenes
NKX3-1	NKL subclass homeoboxes and pseudogenes
NKX3-2	NKL subclass homeoboxes and pseudogenes
NKX6-1	NKL subclass homeoboxes and pseudogenes
NKX6-2	NKL subclass homeoboxes and pseudogenes
NKX6-3	NKL subclass homeoboxes and pseudogenes
NOTO	NKL subclass homeoboxes and pseudogenes
TLX1	NKL subclass homeoboxes and pseudogenes
TLX2	NKL subclass homeoboxes and pseudogenes
TLX3	NKL subclass homeoboxes and pseudogenes
VAX1	NKL subclass homeoboxes and pseudogenes
VAX2	NKL subclass homeoboxes and pseudogenes
VENTX	NKL subclass homeoboxes and pseudogenes
VENTXP1	NKL subclass homeoboxes and pseudogenes
VENTXP2	NKL subclass homeoboxes and pseudogenes
VENTXP3	NKL subclass homeoboxes and pseudogenes
VENTXP4	NKL subclass homeoboxes and pseudogenes
VENTXP5	NKL subclass homeoboxes and pseudogenes
VENTXP6	NKL subclass homeoboxes and pseudogenes
VENTXP7	NKL subclass homeoboxes and pseudogenes
CIITA	NLR family
NAIP	NLR family
NLRC3	NLR family
NLRC4	NLR family
NLRC5	NLR family
NLRP1	NLR family
NLRP10	NLR family
NLRP11	NLR family
NLRP12	NLR family
NLRP13	NLR family
NLRP14	NLR family
NLRP2	NLR family
NLRP2B	NLR family
NLRP3	NLR family
NLRP3P1	NLR family
NLRP4	NLR family
NLRP5	NLR family
NLRP6	NLR family
NLRP7	NLR family
NLRP8	NLR family
NLRP9	NLR family
NLRP9P1	NLR family
NLRX1	NLR family
NOD1	NLR family
NOD2	NLR family
NME1	NME/NM23 family
NME2	NME/NM23 family
NME3	NME/NM23 family
NME4	NME/NM23 family
NME5	NME/NM23 family
NME6	NME/NM23 family
NME7	NME/NM23 family
NME8	NME/NM23 family
NME9	NME/NM23 family
HMG20A	Non-canonical high mobility group
HMG20B	Non-canonical high mobility group
HMGXB3	Non-canonical high mobility group
HMGXB4	Non-canonical high mobility group
MTPAP	Non-canonical poly(A) polymerases
PAPD4	Non-canonical poly(A) polymerases
PAPD5	Non-canonical poly(A) polymerases
PAPD7	Non-canonical poly(A) polymerases
TUT1	Non-canonical poly(A) polymerases
ZCCHC11	Non-canonical poly(A) polymerases
ZCCHC6	Non-canonical poly(A) polymerases
PCDH1	Non-clustered protocadherins
PCDH10	Non-clustered protocadherins
PCDH11X	Non-clustered protocadherins
PCDH11Y	Non-clustered protocadherins
PCDH12	Non-clustered protocadherins
PCDH17	Non-clustered protocadherins
PCDH18	Non-clustered protocadherins
PCDH19	Non-clustered protocadherins
PCDH20	Non-clustered protocadherins
PCDH7	Non-clustered protocadherins
PCDH8	Non-clustered protocadherins
PCDH9	Non-clustered protocadherins
NOP2	NOP2/Sun RNA methyltransferase family
NSUN2	NOP2/Sun RNA methyltransferase family
NSUN3	NOP2/Sun RNA methyltransferase family
NSUN4	NOP2/Sun RNA methyltransferase family
NSUN5	NOP2/Sun RNA methyltransferase family
NSUN6	NOP2/Sun RNA methyltransferase family
NSUN7	NOP2/Sun RNA methyltransferase family
SKIV2L2	Nuclear exosome targeting complex
ZCCHC8	Nuclear exosome targeting complex
RBM7	Nuclear exosome targeting complex
NFAT5	Nuclear factors of activated T-cells 
NFATC1	Nuclear factors of activated T-cells 
NFATC2	Nuclear factors of activated T-cells 
NFATC3	Nuclear factors of activated T-cells 
NFATC4	Nuclear factors of activated T-cells 
AR	Nuclear hormone receptors
ESR1	Nuclear hormone receptors
ESR2	Nuclear hormone receptors
ESRRA	Nuclear hormone receptors
ESRRB	Nuclear hormone receptors
