accession_number	gene	all_gene_names
Q9BSL1	UBAC1	UBAC1
Q86X19	TMEM17	TMEM17
Q8N7X1	RBMXL3	RBMXL3
P58417	NXPH1	NXPH1
O60774	FMO6P	FMO6P
Q9H4A9	DPEP2	DPEP2
Q8N7X2	STPG3	STPG3
Q13401	PMS2P3	PMS2P3
Q8NH21	OR4F5	OR4F5
P58418	CLRN1	CLRN1
A8MYB1	TMCO5B	TMCO5B
Q13402	MYO7A	MYO7A
Q53SZ7	PRR30	PRR30
Q8N7X4	MAGEB6	MAGEB6
Q05084	ICA1	ICA1
Q9UKB1	FBXW11	FBXW11
Q13404	UBE2V1	UBE2V1
Q05086	UBE3A	UBE3A
O60779	SLC19A2	SLC19A2
Q7Z4N8	P4HA3	P4HA3
O95190	OAZ2	OAZ2
Q13405	MRPL49	MRPL49
P01721	IGLV6-57	IGLV6-57
Q9UKB3	DNAJC12	DNAJC12
Q8N7X8	SIGLECL1	SIGLECL1
Q9H2Z4	NKX2-4	NKX2-4
Q9UKB5	AJAP1	AJAP1
Q9HC44	GPBP1L1	GPBP1L1
Q13409	DYNC1I2	DYNC1I2
P59282	TPPP2	TPPP2
A8MQ27	NEURL1B	NEURL1B
O95196	CSPG5	CSPG5
P46663	BDKRB1	BDKRB1
O95197	RTN3	RTN3
P28749	RBL1	RBL1
O95198	KLHL2	KLHL2
Q8NFK1	GJC3	GJC3
O95199	RCBTB2	RCBTB2
Q96QU1	PCDH15	PCDH15
Q01650	SLC7A5	SLC7A5
O15287	FANCG	FANCG
Q8IVQ6	ZDHHC21	ZDHHC21
Q96QU4	FRG2B	FRG2B
Q17RB0	RTL8B	RTL8B
P51970	NDUFA8	NDUFA8
Q5QJE6	DNTTIP2	DNTTIP2
Q96QU6	ACCS	ACCS
Q9P0W0	IFNK	IFNK
Q5T2S8	ARMC4	ARMC4
Q96QU8	XPO6	XPO6
P10911	MCF2	MCF2
Q68EA5	ZNF57	ZNF57
Q9P0W2	HMG20B	HMG20B
P10912	GHR	GHR
Q01658	DR1	DR1
Q96A54	ADIPOR1	ADIPOR1
Q3MIT2	PUS10	PUS10
P10914	IRF1	IRF1
Q5SZB4	C9orf50	C9orf50
P55851	UCP2	UCP2
Q96A56	TP53INP1	TP53INP1
Q6ZUB0	SPATA31D4	SPATA31D4
P10915	HAPLN1	HAPLN1
Q96A57	TMEM230	TMEM230
Q6ZUB1	SPATA31E1	SPATA31E1
Q8WTV0	SCARB1	SCARB1
P10916	MYL2	MYL2
Q8WTV1	THAP3	THAP3
Q96A58	RERG	RERG
Q17RB8	LONRF1	LONRF1
Q99853	FOXB1	FOXB1
P55854	SUMO3	SUMO3
Q9P0W8	SPATA7	SPATA7
Q96A59	MARVELD3	MARVELD3
Q9NPH0	ACP6	ACP6
Q3KRB8	ARHGAP11B	ARHGAP11B
Q68CZ1	RPGRIP1L	RPGRIP1L
Q9NPH2	ISYNA1	ISYNA1
Q99856	ARID3A	ARID3A
Q68CZ2	TNS3	TNS3
Q9NXX6	NSMCE4A	NSMCE4A
Q9NPH3	IL1RAP	IL1RAP
A0A1B0GUU1	C17orf113	C17orf113
Q9H7V2	SYNDIG1	SYNDIG1
Q9NPH5	NOX4	NOX4
Q9NPH6	OBP2B	OBP2B
Q53H64	ANKRD40CL	ANKRD40CL
P00403	MT-CO2	MT-CO2
P86397	HTD2	HTD2
Q68CZ6	HAUS3	HAUS3
Q7L804	RAB11FIP2	RAB11FIP2
Q5W064	LIPJ	LIPJ
Q9NPH9	IL26	IL26
P63261	ACTG1	ACTG1
Q9UNW1	MINPP1	MINPP1
A6BM72	MEGF11	MEGF11
Q96NA2	RILP	RILP
Q6IBW4	NCAPH2	NCAPH2
Q96F10	SAT2	SAT2
Q8NC74	RBBP8NL	RBBP8NL
P01270	PTH	PTH
P28290	ITPRID2	ITPRID2
Q6IS14	EIF5AL1	EIF5AL1
P63267	ACTG2	ACTG2
P0CK96	SLC35E2B	SLC35E2B
P0CK97	SLC35E2A	SLC35E2A
Q9UNW8	GPR132	GPR132
Q9UFG5	C19orf25	C19orf25
Q14738	PPP2R5D	PPP2R5D
Q9UNW9	NOVA2	NOVA2
Q96NA8	TSNARE1	TSNARE1
A2VDJ0	TMEM131L	TMEM131L
Q14739	LBR	LBR
Q96F15	GIMAP5	GIMAP5
P01275	GCG	GCG
P47992	XCL1	XCL1
Q9Y6S9	RPS6KL1	RPS6KL1
Q8TAX0	OSR1	OSR1
Q27J81	INF2	INF2
Q8WYR1	PIK3R5	PIK3R5
P49238	CX3CR1	CX3CR1
Q8NAP1	CASTOR3	CASTOR3
Q8NAP3	ZBTB38	ZBTB38
Q8WYR4	RSPH1	RSPH1
Q96LZ2	MAGEB10	MAGEB10
Q9BU40	CHRDL1	CHRDL1
Q96LZ3	PPP3R2	PPP3R2
P05160	F13B	F13B
P05161	ISG15	ISG15
Q9NUD5	ZCCHC3	ZCCHC3
Q8TAX7	MUC7	MUC7
P05162	LGALS2	LGALS2
Q32M84	BTBD16	BTBD16
Q8N100	ATOH7	ATOH7
Q9H4B0	OSGEPL1	OSGEPL1
Q1W6H9	FAM110C	FAM110C
Q8NAP8	ZBTB8B	ZBTB8B
Q96LZ7	RMDN2	RMDN2
P05164	MPO	MPO
Q8TAX9	GSDMB	GSDMB
Q02985	CFHR3	CFHR3
Q9NUD7	C20orf96	C20orf96
Q8N103	TAGAP	TAGAP
P05165	PCCA	PCCA
C9JVW0	INAFM1	INAFM1
Q9NUD9	PIGV	PIGV
Q32M88	PGGHG	PGGHG
P05166	PCCB	PCCB
Q8N104	DEFB106A	DEFB106A|DEFB106B
Q9H4B4	PLK3	PLK3
P23083	IGHV1-2	IGHV1-2
Q86X24	HORMAD1	HORMAD1
P24863	CCNC	CCNC
A4D263	SPATA48	SPATA48
P24864	CCNE1	CCNE1
Q9H4B6	SAV1	SAV1
Q6NXG1	ESRP1	ESRP1
Q9H4B7	TUBB1	TUBB1
Q8IX90	SKA3	SKA3
Q86X27	RALGPS2	RALGPS2
Q8N108	MIER1	MIER1
O60783	MRPS14	MRPS14
Q8N109	KIR2DL5A	KIR2DL5A
Q9H4B8	DPEP3	DPEP3
O60784	TOM1	TOM1
Q9BSM1	PCGF1	PCGF1
Q86X29	LSR	LSR
Q8N7Y1	KIRREL3-AS3	KIRREL3-AS3
Q13410	BTN1A1	BTN1A1
P42785	PRCP	PRCP
Q08116	RGS1	RGS1
Q8IX94	CTAGE4	CTAGE4
Q08117	TLE5	TLE5
Q4QY38	DEFB134	DEFB134
Q8IX95	CTAGE3P	CTAGE3P
P01730	CD4	CD4
Q13415	ORC1	ORC1
Q13416	ORC2	ORC2
P01732	CD8A	CD8A
Q9HC52	CBX8	CBX8
Q86VK4	ZNF410	ZNF410
P01733	TRBV12-3	TRBV12-3
Q8NH37	OR4C3	OR4C3
Q13418	ILK	ILK
Q9HC56	PCDH9	PCDH9
Q9HC57	WFDC1	WFDC1
P01737	TRAV8-4	TRAV8-4
Q9UKC9	FBXL2	FBXL2
Q9HC58	SLC24A3	SLC24A3
O15294	OGT	OGT
Q8NFL0	B3GNT7	B3GNT7
Q5T2T1	MPP7	MPP7
A6NHL2	TUBAL3	TUBAL3
Q96QV1	HHIP	HHIP
F2Z333	FNDC10	FNDC10
O15296	ALOX15B	ALOX15B
O15297	PPM1D	PPM1D
Q9NR00	TCIM	TCIM
P98153	DGCR2	DGCR2
C9JDP6	CLDN25	CLDN25
Q96IF1	AJUBA	AJUBA
P98155	VLDLR	VLDLR
Q01664	TFAP4	TFAP4
Q96QV6	HIST1H2AA	HIST1H2AA
Q96A61	TRIM52	TRIM52
Q01668	CACNA1D	CACNA1D
P57103	SLC8A3	SLC8A3
Q14289	PTK2B	PTK2B
Q96A65	EXOC4	EXOC4
Q9P0X4	CACNA1I	CACNA1I
Q9HAN9	NMNAT1	NMNAT1
Q9NR09	BIRC6	BIRC6
P57105	SYNJ2BP	SYNJ2BP
Q5VYS4	MEDAG	MEDAG
Q17RC7	EXOC3L4	EXOC3L4
Q9NPI0	TMEM138	TMEM138
Q99865	SPIN2A	SPIN2A
Q9BXI2	SLC25A2	SLC25A2
Q5TAG4	NBPF12	NBPF12
Q8WTW3	COG1	COG1
Q9NPI1	BRD7	BRD7
Q5VYS8	TUT7	TUT7
Q9BXI3	NT5C1A	NT5C1A
Q8WTW4	NPRL2	NPRL2
Q9BXI6	TBC1D10A	TBC1D10A
Q9NPI5	NMRK2	NMRK2
Q8N4E4	PDCL2	PDCL2
O95661	DIRAS3	DIRAS3
Q9NPI6	DCP1A	DCP1A
P06493	CDK1	CDK1
Q9NPI7	KRCC1	KRCC1
Q53H76	PLA1A	PLA1A
P00414	MT-CO3	MT-CO3
Q9NPI8	FANCF	FANCF
Q9BXI9	C1QTNF6	C1QTNF6
A0A1B0GUV7	TEX48	TEX48
Q6BDI9	REP15	REP15
Q9NPI9	KCNJ16	KCNJ16
Q8N4E7	FTMT	FTMT
Q5M7Z0	RNFT1	RNFT1
O95665	NTSR2	NTSR2
Q3SXP7	SHISAL1	SHISAL1
Q6PD62	CTR9	CTR9
P63272	SUPT4H1	SUPT4H1
Q5T7P2	LCE1A	LCE1A
Q5T7P3	LCE1B	LCE1B
Q53FP2	TMEM35A	TMEM35A
P82970	HMGN5	HMGN5
Q00341	HDLBP	HDLBP
Q9UNX3	RPL26L1	RPL26L1
A6NE82	MBD3L3	MBD3L3
Q96NB1	FOPNL	FOPNL
Q9UNX4	WDR3	WDR3
Q5T7P6	TMEM78	TMEM78
Q96NB2	SFXN2	SFXN2
Q96NB3	ZNF830	ZNF830
Q6IS24	GALNT17	GALNT17
Q9UFH2	DNAH17	DNAH17
Q5T7P8	SYT6	SYT6
Q75VX8	GAREM2	GAREM2
P01282	VIP	VIP
P63279	UBE2I	UBE2I
Q14746	COG2	COG2
Q96F24	NRBF2	NRBF2
Q9UNX9	KCNJ14	KCNJ14
Q9Y6T7	DGKB	DGKB
P22223	CDH3	CDH3
Q14749	GNMT	GNMT
Q96F25	ALG14	ALG14
P82979	SARNP	SARNP
P01286	GHRH	GHRH
P49247	RPIA	RPIA
Q9NUE0	ZDHHC18	ZDHHC18
P40145	ADCY8	ADCY8
E5RJ46	C8orf87	C8orf87
Q32M92	C15orf32	C15orf32
Q8TAY7	FAM110D	FAM110D
Q8N111	CEND1	CEND1
Q8N112	LSMEM2	LSMEM2
A6NCQ9	RNF222	RNF222
Q96PG8	BBC3	BBC3
Q9BXH1	BBC3	BBC3
Q8N114	SHISA5	SHISA5
P05177	CYP1A2	CYP1A2
Q8N9A8	CNEP1R1	CNEP1R1
Q8N118	CYP4X1	CYP4X1
P31415	CASQ1	CASQ1
Q8N119	MMP21	MMP21
Q8NH40	OR6S1	OR6S1
Q8NH41	OR4K15	OR4K15
Q13421	MSLN	MSLN
Q8N7Z2	GOLGA6L1	GOLGA6L1
Q6PI25	CNIH2	CNIH2
P0C7L1	SPINK8	SPINK8
Q6PI26	SHQ1	SHQ1
Q8NH42	OR4K13	OR4K13
Q13422	IKZF1	IKZF1
Q7Z4P5	GDF7	GDF7
Q8NH43	OR4L1	OR4L1
Q13423	NNT	NNT
Q9UKD1	GMEB2	GMEB2
Q13424	SNTA1	SNTA1
Q9UKD2	MRTO4	MRTO4
Q8N7Z5	ANKRD31	ANKRD31
Q13425	SNTB2	SNTB2
Q5JTH9	RRP12	RRP12
Q13426	XRCC4	XRCC4
Q9BSN7	TMEM204	TMEM204
Q9HC62	SENP2	SENP2
A6NJ46	NKX6-3	NKX6-3
P01742	IGHV1-69	IGHV1-69
Q13427	PPIG	PPIG
P01743	IGHV1-46	IGHV1-46
P09067	HOXB5	HOXB5
Q13428	TCOF1	TCOF1
Q8NH48	OR5B3	OR5B3
Q06889	EGR3	EGR3
P49703	ARL4D	ARL4D
Q8NH49	OR4X1	OR4X1
Q86VL8	SLC47A2	SLC47A2
Q8IVS2	MCAT	MCAT
P98160	HSPG2	HSPG2
P98161	PKD1	PKD1
Q9GZK3	OR2B2	OR2B2
Q9NZA1	CLIC5	CLIC5
Q9GZK4	OR2H1	OR2H1
Q9BZ11	ADAM33	ADAM33
Q8NFM4	ADCY4	ADCY4
Q9NR11	ZNF302	ZNF302
Q6R6M4	USP17L2	USP17L2
Q9GZK6	OR2J1	OR2J1
P98164	LRP2	LRP2
Q9NR12	PDLIM7	PDLIM7
Q9GZK7	OR11A1	OR11A1
Q8IVS8	GLYCTK	GLYCTK
Q96IG2	FBXL20	FBXL20
Q8NFM7	IL17RD	IL17RD
Q6UVW9	CLEC2A	CLEC2A
Q96A70	AZIN2	AZIN2
P51991	HNRNPA3	HNRNPA3
O75106	AOC2	AOC2
P98168	ZXDA	ZXDA
D6R901	USP17L21	USP17L21
A6NHM9	MOXD2P	MOXD2P
Q96A72	MAGOHB	MAGOHB
Q14296	FASTK	FASTK
Q5SZD1	C6orf141	C6orf141
P98169	ZXDB	ZXDB
O94804	STK10	STK10
Q3MIV0	KRTAP22-1	KRTAP22-1
Q96A73	KIAA1191	KIAA1191
P51993	FUT6	FUT6
Q9NR16	CD163L1	CD163L1
Q5TZ20	OR2G6	OR2G6
O94805	ACTL6B	ACTL6B
O94806	PRKD3	PRKD3
Q5SZD4	GLYATL3	GLYATL3
Q9BZ19	ANKRD60	ANKRD60
Q99871	HAUS7	HAUS7
Q9NR19	ACSS2	ACSS2
Q17RD7	SYT16	SYT16
Q9NXZ1	SAGE1	SAGE1
O94808	GFPT2	GFPT2
Q0VG06	FAAP100	FAAP100
Q5TAH2	SLC9C2	SLC9C2
Q99873	PRMT1	PRMT1
Q9NXZ2	DDX43	DDX43
Q9BXJ0	C1QTNF5	C1QTNF5
Q5JU69	TOR2A	TOR2A
Q8N2E6	TOR2A	TOR2A
Q9BXJ1	C1QTNF1	C1QTNF1
Q9NPJ1	MKKS	MKKS
Q9BXJ2	C1QTNF7	C1QTNF7
Q9BXJ3	C1QTNF4	C1QTNF4
Q53H80	AKIRIN2	AKIRIN2
Q8N4F0	BPIFB2	BPIFB2
Q9H7X0	NAA60	NAA60
Q99877	HIST1H2BN	HIST1H2BN
Q9NPJ3	ACOT13	ACOT13
Q9BXJ4	C1QTNF3	C1QTNF3
P54098	POLG	POLG
Q9NPJ4	PNRC2	PNRC2
Q53H82	LACTB2	LACTB2
Q99878	HIST1H2AJ	HIST1H2AJ
Q9BXJ5	C1QTNF2	C1QTNF2
Q99879	HIST1H2BM	HIST1H2BM
Q9H7X2	C1orf115	C1orf115
P09525	ANXA4	ANXA4
O95670	ATP6V1G2	ATP6V1G2
Q8WTX7	CASTOR1	CASTOR1
Q9H7X3	ZNF696	ZNF696
Q8N4F4	SLC22A24	SLC22A24
Q9NPJ6	MED4	MED4
Q9BXJ7	AMN	AMN
O95671	ASMTL	ASMTL
Q8WTX9	ZDHHC1	ZDHHC1
Q9BXJ8	TMEM120A	TMEM120A
O95672	ECEL1	ECEL1
A0A1B0GUW6	SPEM3	SPEM3
Q9UH03	SEPTIN3	SEPTIN3
Q9NPJ8	NXT2	NXT2
Q9BXJ9	NAA15	NAA15
A0A1B0GUW7	SMIM27	SMIM27
Q8N4F7	RNF175	RNF175
P09529	INHBB	INHBB
O95674	CDS2	CDS2
Q9H7X7	IFT22	IFT22
P27448	MARK3	MARK3
B2CW77	KLLN	KLLN
O95677	EYA4	EYA4
P32745	SSTR3	SSTR3
O95678	KRT75	KRT75
P27449	ATP6V0C	ATP6V0C
Q8TCA0	LRRC20	LRRC20
Q6PD74	AAGAB	AAGAB
Q96NC0	ZMAT2	ZMAT2
P82980	RBP5	RBP5
P59768	GNG2	GNG2
Q9UNY4	TTF2	TTF2
Q9UNY5	ZNF232	ZNF232
Q63ZE4	SLC22A10	SLC22A10
Q9Y6U3	SCIN	SCIN
P15692	VEGFA	VEGFA
Q8NC96	NECAP1	NECAP1
E9PQR5	NPIPB8	NPIPB8
Q9Y6U7	RNF215	RNF215
P82987	ADAMTSL3	ADAMTSL3
P22234	PAICS	PAICS
A8MTI9	PRSS47	PRSS47
P01298	PPY	PPY
Q5U5X0	LYRM7	LYRM7
P49257	LMAN1	LMAN1
P36639	NUDT1	NUDT1
Q9BU61	NDUFAF3	NDUFAF3
Q96DL1	NXPE2	NXPE2
Q6Y1H2	HACD2	HACD2
P05181	CYP2E1	CYP2E1
Q8TAZ6	CMTM2	CMTM2
P13500	CCL2	CCL2
Q6KB66	KRT80	KRT80
P13501	CCL5	CCL5
Q86X40	LRRC28	LRRC28
Q9H4D0	CLSTN2	CLSTN2
Q8N9B4	ANKRD42	ANKRD42
Q9BU64	CENPO	CENPO
Q8N122	RPTOR	RPTOR
Q8N9B5	JMY	JMY
Q5U5X8	FAM222A	FAM222A
Q6ZR08	DNAH12	DNAH12
Q8N123	CPXCR1	CPXCR1
P05186	ALPL	ALPL
Q8N9B8	RASGEF1A	RASGEF1A
Q9BU68	PRR15L	PRR15L
P05187	ALPP	ALPP
Q9H4D5	NXF3	NXF3
Q86X45	LRRC6	LRRC6
Q8N126	CADM3	CADM3
A0A075B706	TRDJ1	TRDJ1
Q8N127	OR5AS1	OR5AS1
Q8N128	FAM177A1	FAM177A1
Q7Z4Q2	HEATR3	HEATR3
Q8N129	CNPY4	CNPY4
Q8NH50	OR8K5	OR8K5
Q6YHK3	CD109	CD109
Q8NH51	OR8K3	OR8K3
Q13432	UNC119	UNC119
Q13433	SLC39A6	SLC39A6
Q8NH53	OR52N1	OR52N1
Q5VTY9	HHAT	HHAT
P0C7M3	SFTA3	SFTA3
Q8NH54	OR56A3	OR56A3
Q13434	MKRN4P	MKRN4P
Q9Y3A0	COQ4	COQ4
Q13435	SF3B2	SF3B2
P0C7M4	RHOXF2B	RHOXF2B
Q8NH55	OR52E5	OR52E5
Q9Y3A2	UTP11	UTP11
Q8NH56	OR52N5	OR52N5
P49711	CTCF	CTCF
P14373	TRIM27	TRIM27
Q9UKE5	TNIK	TNIK
Q8NH57	OR52P1P	OR52P1P
Q9Y3A3	MOB4	MOB4
P0C7M6	IQCF3	IQCF3
Q9HC73	CRLF2	CRLF2
Q9Y3A4	RRP7A	RRP7A
Q13438	OS9	OS9
P0C7M7	ACSM4	ACSM4
Q9Y3A5	SBDS	SBDS
Q8NH59	OR51Q1	OR51Q1
Q13439	GOLGA4	GOLGA4
P0C7M8	CLEC2L	CLEC2L
Q9Y3A6	TMED5	TMED5
P49715	CEBPA	CEBPA
Q9HC77	CENPJ	CENPJ
P49716	CEBPD	CEBPD
Q86VM9	ZC3H18	ZC3H18
Q9HC78	ZBTB20	ZBTB20
A6NHN0	OTOL1	OTOL1
Q8IVT2	MISP	MISP
Q9P2A4	ABI3	ABI3
P98170	XIAP	XIAP
P46695	IER3	IER3
P35318	ADM	ADM
O75110	ATP9A	ATP9A
P98171	ARHGAP4	ARHGAP4
Q8IVT5	KSR1	KSR1
Q9NZB2	FAM120A	FAM120A
P98172	EFNB1	EFNB1
P32297	CHRNA3	CHRNA3
P40616	ARL1	ARL1
O75112	LDB3	LDB3
P32298	GRK4	GRK4
P98173	FAM3A	FAM3A
Q9NR20	DYRK4	DYRK4
P40617	ARL4A	ARL4A
Q9NR21	PARP11	PARP11
O75113	N4BP1	N4BP1
P98174	FGD1	FGD1
H3BNL1	C3orf84	C3orf84
Q5TC04	ATP1A1-AS1	ATP1A1-AS1
Q9GZL7	WDR12	WDR12
O94810	RGS11	RGS11
P98175	RBM10	RBM10
Q9NR22	PRMT8	PRMT8
Q9BZ23	PANK2	PANK2
A6NHN6	NPIPB15	NPIPB15
Q9HAP2	MLXIP	MLXIP
O94811	TPPP	TPPP
Q6IN84	MRM1	MRM1
Q9NR23	GDF3	GDF3
Q9GZL8	BPESC1	BPESC1
O75116	ROCK2	ROCK2
Q6IN85	PPP4R3A	PPP4R3A
Q8NFN8	GPR156	GPR156
P98177	FOXO4	FOXO4
P23560	BDNF	BDNF
O94812	BAIAP3	BAIAP3
O94813	SLIT2	SLIT2
Q9NZB8	MOCS1	MOCS1
P98179	RBM3	RBM3
P30101	PDIA3	PDIA3
Q9HAP6	LIN7B	LIN7B
O14901	KLF11	KLF11
Q96A83	COL26A1	COL26A1
O00501	CLDN5	CLDN5
Q96A84	EMID1	EMID1
Q99880	HIST1H2BL	HIST1H2BL
Q9BZ29	DOCK9	DOCK9
Q9NR28	DIABLO	DIABLO
H3BNL8	ARMH2	ARMH2
O14904	WNT9A	WNT9A
O94817	ATG12	ATG12
O14905	WNT9B	WNT9B
Q5SR53	PIK3CD-AS1	PIK3CD-AS1
O94818	NOL4	NOL4
O00505	KPNA3	KPNA3
O00506	STK25	STK25
O94819	KBTBD11	KBTBD11
O00507	USP9Y	USP9Y
O14907	TAX1BP3	TAX1BP3
Q99884	SLC6A7	SLC6A7
Q9H106	SIRPD	SIRPD
A1L390	PLEKHG3	PLEKHG3
Q9BXK1	KLF16	KLF16
P55884	EIF3B	EIF3B
P62424	RPL7A	RPL7A
Q9P0Z9	PIPOX	PIPOX
Q5SR56	MFSD14B	MFSD14B
O14908	GIPC1	GIPC1
A0A1B0GUX0	ATP6V1FNB	ATP6V1FNB
Q3MIW9	MUCL3	MUCL3
Q9H7Y0	DIPK2B	DIPK2B
Q9BXK5	BCL2L13	BCL2L13
Q8N4G2	ARL14	ARL14
P13051	UNG	UNG
Q9UPA5	BSN	BSN
Q53H96	PYCR3	PYCR3
Q3SXR2	C3orf36	C3orf36
O95684	FGFR1OP	FGFR1OP
O95685	PPP1R3D	PPP1R3D
P13056	NR2C1	NR2C1
P59773	MINAR2	MINAR2
P32754	HPD	HPD
Q9UH17	APOBEC3B	APOBEC3B
P00439	PAH	PAH
Q8TCB0	IFI44	IFI44
P45378	TNNT3	TNNT3
Q14761	PTPRCAP	PTPRCAP
Q9Y6V0	PCLO	PCLO
Q9UNZ2	NSFL1C	NSFL1C
Q96ND0	FAM210A	FAM210A
Q5RHP9	ERICH3	ERICH3
P45379	TNNT2	TNNT2
Q14764	MVP	MVP
A8MTJ3	GNAT3	GNAT3
Q5T7R7	C1orf185	C1orf185
Q9UNZ5	C19orf53	C19orf53
Q14765	STAT4	STAT4
Q8TCB6	OR51E1	OR51E1
Q8TCB7	METTL6	METTL6
Q14766	LTBP1	LTBP1
Q14767	LTBP2	LTBP2
A8MTJ6	FOXI3	FOXI3
Q96F44	TRIM11	TRIM11
Q9Y6V7	DDX49	DDX49
Q96ND8	ZNF583	ZNF583
Q96F45	ZNF503	ZNF503
Q96F46	IL17RA	IL17RA
Q76N89	HECW1	HECW1
Q5TFE4	NT5DC1	NT5DC1
Q9BU70	TRMO	TRMO
Q8N9C0	IGSF22	IGSF22
Q7Z692	CEACAM19	CEACAM19
P61106	RAB14	RAB14
A6NCS4	NKX2-6	NKX2-6
Q96DM1	PGBD4	PGBD4
Q9NUG4	CCM2L	CCM2L
Q8N130	SLC34A3	SLC34A3
A6NCS6	C2orf72	C2orf72
Q7Z695	ADCK2	ADCK2
Q8N131	TMEM123	TMEM123
Q96DM3	RMC1	RMC1
Q9NUG6	PDRG1	PDRG1
Q86X51	EZHIP	EZHIP
Q7Z698	SPRED2	SPRED2
Q86X52	CHSY1	CHSY1
Q8NAS9	C5orf17	C5orf17
Q9BU76	C1orf35	C1orf35
Q7Z699	SPRED1	SPRED1
P31431	SDC4	SDC4
Q86X53	ERICH1	ERICH1
Q8N135	LGI4	LGI4
Q9BU79	TMEM243	TMEM243
Q9H4E5	RHOJ	RHOJ
P05198	EIF2S1	EIF2S1
Q8N136	DAW1	DAW1
Q86X55	CARM1	CARM1
Q8N137	CNTROB	CNTROB
P27918	CFP	CFP
Q8N138	ORMDL3	ORMDL3
Q9H4E7	DEF6	DEF6
Q5JTJ3	COA6	COA6
Q8N139	ABCA6	ABCA6
Q8NH60	OR52J3	OR52J3
Q86X59	C17orf82	C17orf82
Q8NH61	OR51F2	OR51F2
Q13442	PDAP1	PDAP1
P0C7N1	OR8U8	OR8U8
Q8NH63	OR51H1	OR51H1
Q6PI47	KCTD18	KCTD18
Q13443	ADAM9	ADAM9
Q86VN1	VPS36	VPS36
Q8NH64	OR51A7	OR51A7
Q6PI48	DARS2	DARS2
Q9UKF2	ADAM30	ADAM30
Q13444	ADAM15	ADAM15
P0C7N4	TMEM191B	TMEM191B
Q13445	TMED1	TMED1
P49720	PSMB3	PSMB3
Q9Y3B1	PRELID3B	PRELID3B
Q7Z4R8	C6orf120	C6orf120
P35321	SPRR1A	SPRR1A
P17405	SMPD1	SMPD1
P49721	PSMB2	PSMB2
P09086	POU2F2	POU2F2
P0C7N5	OR8U9	OR8U9
P01762	IGHV3-11	IGHV3-11
Q9Y3B2	EXOSC1	EXOSC1
Q9Y3B3	TMED7	TMED7
Q8NH67	OR52I2	OR52I2
P01763	IGHV3-48	IGHV3-48
Q9UKF5	ADAM29	ADAM29
Q9Y3B4	SF3B6	SF3B6
Q9HC84	MUC5B	MUC5B
P01764	IGHV3-23	IGHV3-23
Q9UKF6	CPSF3	CPSF3
P14384	CPM	CPM
Q9UKF7	PITPNC1	PITPNC1
P0C7N8	OR9G9	OR9G9
Q8NH69	OR5W2	OR5W2
Q13449	LSAMP	LSAMP
A6NJ69	IGIP	IGIP
P35325	SPRR2B	SPRR2B
Q9P2B2	PTGFRN	PTGFRN
P01766	IGHV3-13	IGHV3-13
Q9Y3B6	EMC9	EMC9
P35326	SPRR2A	SPRR2A
Q9Y3B7	MRPL11	MRPL11
Q5TKA1	LIN9	LIN9
P01767	IGHV3-53	IGHV3-53
Q8IVU1	IGDCC3	IGDCC3
Q9Y3B8	REXO2	REXO2
P01768	IGHV3-30	IGHV3-30
Q9P2B4	CTTNBP2NL	CTTNBP2NL
Q9Y3B9	RRP15	RRP15
Q5T2W1	PDZK1	PDZK1
Q8IVU3	HERC6	HERC6
Q9GZM3	POLR2J2	POLR2J2
P98182	ZNF200	ZNF200
Q9NZC2	TREM2	TREM2
O75121	MFAP3L	MFAP3L
Q9P2B7	CFAP97	CFAP97
Q5TC12	ATPAF1	ATPAF1
Q9GZM5	YIPF3	YIPF3
Q6UVY6	MOXD1	MOXD1
Q9NZC3	GDE1	GDE1
Q9NR30	DDX21	DDX21
O75122	CLASP2	CLASP2
O75123	ZNF623	ZNF623
Q53R12	TM4SF20	TM4SF20
Q9NR31	SAR1A	SAR1A
Q9GZM6	OR8D2	OR8D2
Q9NZC4	EHF	EHF
Q9GZM7	TINAGL1	TINAGL1
Q9HAQ2	KIF9	KIF9
Q9NR33	POLE4	POLE4
Q9GZM8	NDEL1	NDEL1
Q8IVU9	CABCOCO1	CABCOCO1
Q9NZC7	WWOX	WWOX
Q9NR34	MAN1C1	MAN1C1
O94822	LTN1	LTN1
P98187	CYP4F8	CYP4F8
O75127	PTCD1	PTCD1
O14910	LIN7A	LIN7A
O94823	ATP10B	ATP10B
Q9NZC9	SMARCAL1	SMARCAL1
Q6IN97	FRMPD2B	FRMPD2B
Q5VYV0	FOXB2	FOXB2
O75128	COBL	COBL
O75129	ASTN2	ASTN2
O00512	BCL9	BCL9
Q7L1Q6	BZW1	BZW1
O94826	TOMM70	TOMM70
Q17RF5	ODAPH	ODAPH
Q96II8	LRCH3	LRCH3
Q9H112	CST11	CST11
Q9H9A5	CNOT10	CNOT10
O94827	PLEKHG5	PLEKHG5
Q9H9A6	LRRC40	LRRC40
Q3MIX3	ADCK5	ADCK5
Q9H9A7	RMI1	RMI1
O00515	LAD1	LAD1
Q9H114	CSTL1	CSTL1
Q96A98	PTH2	PTH2
Q9H115	NAPB	NAPB
O94829	IPO13	IPO13
Q96A99	PTX4	PTX4
O14917	PCDH17	PCDH17
Q9H116	GZF1	GZF1
Q5VYV7	SLX4IP	SLX4IP
P55895	RAG2	RAG2
Q99895	CTRC	CTRC
Q13901	C1D	C1D
